ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1195519-20070216,1786849,220542,10,SMART TAX INC.,JACKSON HEWITT TAX SERVICE,5816 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1195519,RENEW,,12/20/2006,02/12/2007,N,02/16/2007,01/15/2009,02/12/2007,02/23/2007,AAC,01/02/2008,,41.894884245,-87.771002148,"(41.894884245372374, -87.77100214827898)"
1873382-20071026,1873382,39679,2,JACKIE LOFTON,BOTTOM NAIL SALON,5847 W CHICAGO AVE 1,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1873382,ISSUE,10/26/2007,10/26/2007,10/26/2007,N,10/26/2007,11/15/2009,10/26/2007,10/26/2007,AAI,,,41.894649367,-87.772034695,"(41.894649367208196, -87.77203469457346)"
1737462-20120216,2131183,31813,6,PLANNED PARENTHOOD OF ILLINOIS,PLANNED PARENTHOOD/CHICAGO AREA,5937 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1004,Laboratories,,,1737462,RENEW,,12/15/2011,02/21/2012,N,02/16/2012,02/15/2014,02/21/2012,02/22/2012,AAC,06/22/2012,,41.89462306,-87.773782711,"(41.894623059786724, -87.77378271058993)"
1596457-20071116,1864681,291826,1,"DOLLAR ZONE OF COUNTRYSIDE, INC.",DOLLAR STORE,5605-5607 W CHICAGO AVE 1,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1596457,RENEW,,09/21/2007,11/13/2007,N,11/16/2007,11/15/2009,11/13/2007,12/18/2007,AAC,11/10/2009,,41.894739816,-87.765626737,"(41.894739815720484, -87.76562673682143)"
1645525-20061116,1763095,296439,1,DONALD WRIGHT,DONALD WRIGHT USED FURNITURE,5721 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1645525,RENEW,,09/20/2006,02/05/2007,N,11/16/2006,11/15/2007,02/05/2007,02/06/2007,AAI,,,41.894693065,-87.768822856,"(41.89469306495685, -87.76882285605471)"
893-20020516,1229167,170,1,CHICAGO PRESTIGE LIQUORS INC,PRESTIGE LIQUORS,5967 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,893,RENEW,03/27/2002,05/14/2002,05/14/2002,N,05/16/2002,05/15/2003,05/14/2002,05/15/2002,AAI,,,41.894605595,-87.774909299,"(41.89460559487295, -87.77490929875101)"
14251-20060516,1689820,85659,78,H&R BLOCK ENTERPRISES LLC,"H & R BLOCK TAX SERVICES, INC",5753 W CHICAGO AVE 1ST #,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,14251,RENEW,,03/27/2006,05/16/2006,N,05/16/2006,05/15/2007,05/16/2006,05/16/2006,AAI,,,41.8946754,-87.770085469,"(41.89467540014591, -87.77008546898129)"
37907-,175878,54671,1,MINZ RECORD PRODUCTION,MINZ RECORD PRODUCTION,5725 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,37907,ISSUE,,06/20/2000,,N,,11/15/1996,,10/25/2002,AAI,,,41.894690487,-87.768986957,"(41.89469048714729, -87.76898695672315)"
1740537-20070216,1795343,302243,2,TOMAS MARTINEZ,MAYES COIN LAUNDROMAT,5951 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1740537,RENEW,,12/20/2006,02/08/2007,N,02/16/2007,12/15/2008,02/08/2007,02/09/2007,AAI,,,41.894615,-87.774308494,"(41.894615000303915, -87.77430849375654)"
1273427-20020924,1273427,251644,1,JAMES W. WHITE,CHURCH INTERNATIONAL,5811 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1273427,ISSUE,08/05/2002,08/05/2002,08/05/2002,N,09/24/2002,11/15/2002,09/23/2002,09/24/2002,AAI,,,41.894669765,-87.77066533,"(41.89466976462685, -87.77066533021669)"
51704-20011116,1186264,56895,1,HELYN M BASS,FLORAL ARRAGEMENTS & DESIGNS,5727 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,51704,RENEW,,10/03/2001,01/15/2002,N,11/16/2001,11/15/2002,01/15/2002,01/16/2002,AAI,,,41.89468877,-87.76909651,"(41.89468876960142, -87.76909651001375)"
16429-20031116,1431356,37164,1,MARVIN MEDLOCK,MEDLOCK CONTRUCTION,5801 W CHICAGO AVE  1ST,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,16429,RENEW,,09/26/2003,10/30/2003,N,11/16/2003,11/15/2004,10/30/2003,10/31/2003,AAI,,,41.894674466,-87.770200318,"(41.89467446603847, -87.77020031763878)"
1596457-20061116,1762281,291826,1,"DOLLAR ZONE OF COUNTRYSIDE, INC.",DOLLAR STORE,5605-5607 W CHICAGO AVE 1,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1596457,RENEW,,09/20/2006,11/15/2006,N,11/16/2006,11/15/2007,11/15/2006,11/16/2006,AAI,,,41.894739816,-87.765626737,"(41.894739815720484, -87.76562673682143)"
1303925-20021120,1303925,255973,1,BEMIS LESTER,UNIQUE EPOXY FLOORING SYSTEM,5924 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1303925,ISSUE,11/18/2002,11/18/2002,04/25/2003,N,11/20/2002,11/15/2003,11/20/2002,11/20/2002,AAI,,,41.894848981,-87.77333782,"(41.89484898099712, -87.77333781998448)"
1579142-20080216,1881002,31813,6,PLANNED PARENTHOOD OF ILLINOIS,PLANNED PARENTHOOD/CHICAGO AREA,5937 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1579142,RENEW,,12/18/2007,02/14/2008,N,02/16/2008,02/15/2010,02/14/2008,02/15/2008,AAI,,,41.89462306,-87.773782711,"(41.894623059786724, -87.77378271058993)"
13323-20111116,2115503,6240,1,SHIRLEY PEEPLES,PEEPLES TACO'S,5944 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1006,Retail Food Establishment,,,13323,RENEW,,09/15/2011,,N,11/16/2011,11/15/2013,11/14/2011,01/24/2012,AAC,02/15/2012,,41.894837943,-87.774089185,"(41.89483794336363, -87.77408918515034)"
1384368-20131116,2286793,267065,1,LYSTRA C. BEECHAM,CHARDAY'S BARBER CUTS & BEAUTY SALON,5661 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1384368,RENEW,,09/15/2013,03/05/2014,N,11/16/2013,11/15/2015,03/05/2014,03/05/2014,AAI,,,41.894710512,-87.767764563,"(41.894710512241254, -87.76776456348807)"
1548382-20151016,2420585,79616,4,THE SALVATION ARMY,THE SALVATION ARMY THRIFT STORE,5713 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1548382,RENEW,,08/15/2015,09/17/2015,N,10/16/2015,10/15/2017,09/17/2015,09/17/2015,AAI,,,41.894698426,-87.768494215,"(41.89469842586008, -87.76849421472855)"
37907-20061116,1752256,54671,1,MINZ RECORD PRODUCTION,MINZ RECORD PRODUCTION,5725 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,37907,RENEW,,09/20/2006,06/04/2007,N,11/16/2006,11/15/2007,06/04/2007,06/04/2007,AAI,,,41.894690487,-87.768986957,"(41.89469048714729, -87.76898695672315)"
1573297-20051116,1643001,286166,1,CORNELL T. HARRIS,STUDIO 7,5811 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1573297,RENEW,,09/22/2005,11/15/2005,N,11/16/2005,11/15/2006,11/15/2005,11/16/2005,AAI,,,41.894669765,-87.77066533,"(41.89466976462685, -87.77066533021669)"
1477226-20050816,1612458,264605,2,CINDY ZAPATA,QUICK COMM,5927 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1477226,RENEW,,06/21/2005,08/01/2005,N,08/16/2005,08/15/2006,08/01/2005,08/02/2005,AAI,,,41.894628423,-87.773407372,"(41.89462842284497, -87.77340737194997)"
16429-20041116,1528098,37164,1,MARVIN MEDLOCK,MEDLOCK CONTRUCTION,5801 W CHICAGO AVE  1ST,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,16429,RENEW,,09/27/2004,10/28/2004,N,11/16/2004,11/15/2005,10/28/2004,10/29/2004,AAI,,,41.894674466,-87.770200318,"(41.89467446603847, -87.77020031763878)"
14251-20020516,1241711,85659,78,H&R BLOCK ENTERPRISES LLC,"H & R BLOCK TAX SERVICES, INC",5753 W CHICAGO AVE 1ST #,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,14251,RENEW,,03/27/2002,05/15/2002,N,05/16/2002,05/15/2003,05/15/2002,05/20/2002,AAI,,,41.8946754,-87.770085469,"(41.89467540014591, -87.77008546898129)"
1579142-20050314,1579142,31813,6,PLANNED PARENTHOOD OF ILLINOIS,PLANNED PARENTHOOD/CHICAGO AREA,5937 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1579142,ISSUE,03/11/2005,03/11/2005,03/11/2005,N,03/14/2005,02/15/2006,03/11/2005,03/14/2005,AAI,,,41.89462306,-87.773782711,"(41.894623059786724, -87.77378271058993)"
1579142-20120216,2131184,31813,6,PLANNED PARENTHOOD OF ILLINOIS,PLANNED PARENTHOOD/CHICAGO AREA,5937 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1579142,RENEW,,12/15/2011,02/21/2012,N,02/16/2012,02/15/2014,02/21/2012,02/22/2012,AAI,,,41.89462306,-87.773782711,"(41.894623059786724, -87.77378271058993)"
1767452-20071116,1864682,291826,1,"DOLLAR ZONE OF COUNTRYSIDE, INC.",DOLLAR STORE,5605-5607 W CHICAGO AVE 1,CHICAGO,IL,60651,29,35,29-35,15,1006,Retail Food Establishment,,,1767452,RENEW,,09/21/2007,11/13/2007,N,11/16/2007,11/15/2009,11/13/2007,12/18/2007,AAC,11/10/2009,,41.894739816,-87.765626737,"(41.894739815720484, -87.76562673682143)"
1303926-20021120,1303926,255973,1,BEMIS LESTER,UNIQUE EPOXY FLOORING SYSTEM,5924 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1011,Home Repair,,,1303926,ISSUE,11/18/2002,11/18/2002,04/25/2003,N,11/20/2002,11/15/2003,11/20/2002,11/20/2002,AAI,,,41.894848981,-87.77333782,"(41.89484898099712, -87.77333781998448)"
37907-20021116,1301738,54671,1,MINZ RECORD PRODUCTION,MINZ RECORD PRODUCTION,5725 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,37907,RENEW,,10/25/2002,10/25/2002,N,11/16/2002,11/15/2003,10/25/2002,01/12/2005,AAI,,,41.894690487,-87.768986957,"(41.89469048714729, -87.76898695672315)"
44278-20011116,1182058,35386,1,ERRICK & SHERRY ROMAN,ROMAN'S,5936 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,44278,RENEW,,10/03/2001,01/25/2002,N,11/16/2001,11/15/2002,01/25/2002,05/16/2002,AAI,,,41.894842548,-87.773788737,"(41.89484254849683, -87.77378873658496)"
1542720-20041006,1542720,282748,1,MODOUKPE DJIDONOU,AFRICAN HAIR BRAIDING,5943 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1542720,ISSUE,10/05/2004,10/05/2004,10/05/2004,N,10/06/2004,11/15/2005,10/05/2004,10/06/2004,AAI,,,41.894619606,-87.774008046,"(41.89461960601755, -87.77400804624574)"
1937840-20090516,1961767,243648,2,DONYELL L  WYNN,FASHIONABLY UNPREDICTABLE,5814 W CHICAGO AVE 1 1,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1937840,RENEW,,03/16/2009,05/08/2009,N,05/16/2009,05/15/2011,05/08/2009,05/08/2009,AAI,,,41.894885568,-87.770922722,"(41.89488556835818, -87.7709227216329)"
1883837-20071228,1883837,219600,3,IOLA ROBERTSON CHAMBERS,T AND T TAX SERVICE,5840 W CHICAGO AVE 1ST 1A,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1883837,C_LOC,12/28/2007,12/28/2007,12/28/2007,N,12/28/2007,08/15/2008,12/28/2007,12/28/2007,AAI,,,41.894870225,-87.771954778,"(41.89487022453704, -87.77195477810686)"
2129747-20111201,2129747,368129,1,"CHICAGO AVE QUICK MART, INC.",CHICAGO AVE QUICK MART,5604 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,,,2129747,ISSUE,11/30/2011,12/01/2011,12/01/2011,N,12/01/2011,12/15/2013,12/01/2011,12/01/2011,REV,02/22/2013,,41.894959317,-87.765631839,"(41.89495931732741, -87.76563183906008)"
1548382-20071116,1857800,79616,4,THE SALVATION ARMY,THE SALVATION ARMY THRIFT STORE,5713 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1548382,RENEW,,09/21/2007,11/09/2007,N,11/16/2007,10/15/2009,11/09/2007,11/09/2007,AAI,,,41.894698426,-87.768494215,"(41.89469842586008, -87.76849421472855)"
1579142-20160216,2438908,31813,6,PLANNED PARENTHOOD OF ILLINOIS,PLANNED PARENTHOOD/CHICAGO AREA,5937 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1579142,RENEW,,12/15/2015,01/11/2016,N,02/16/2016,02/15/2018,01/11/2016,01/12/2016,AAI,,,41.89462306,-87.773782711,"(41.894623059786724, -87.77378271058993)"
2048905-20111116,2119706,355360,1,Dong-Hyun Kim,DNJ Beauty Supply,5600 W CHICAGO AVE 1,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,,,2048905,RENEW,,09/15/2011,11/08/2011,N,11/16/2011,11/15/2013,11/08/2011,11/08/2011,AAI,,,41.894962293,-87.765460791,"(41.89496229349977, -87.76546079122906)"
1303926-20031116,1439827,255973,1,BEMIS LESTER,UNIQUE EPOXY FLOORING SYSTEM,5924 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1011,Home Repair,,,1303926,RENEW,,09/26/2003,11/14/2003,N,11/16/2003,11/15/2004,11/14/2003,11/17/2003,AAI,,,41.894848981,-87.77333782,"(41.89484898099712, -87.77333781998448)"
1694721-20060411,1694721,220542,24,SMART TAX INC.,JACKSON HEWITT TAX SERVICES,5603 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1694721,ISSUE,03/29/2006,04/11/2006,02/20/2007,N,04/11/2006,02/15/2007,04/11/2006,04/11/2006,AAI,,,41.894741209,-87.76553949,"(41.89474120900544, -87.76553949017092)"
80456-20021116,1292613,67715,1,FOUSSENA NANDOMA,FLORENCE AFRICA HAIR BRAIDING,5744 W CHICAGO AVE  1 GRO,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,80456,RENEW,,09/24/2002,11/15/2002,N,11/16/2002,11/15/2003,11/15/2002,03/26/2003,AAI,,,41.894902697,-87.769513994,"(41.89490269670821, -87.76951399402235)"
1678454-20060208,1678454,300686,1,MACK D CURTIS,"HATS, SOCKS AND T'S PLUS",5803 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1678454,ISSUE,02/07/2006,02/07/2006,02/07/2006,N,02/08/2006,11/15/2006,02/07/2006,02/07/2006,AAI,,,41.894672901,-87.77036131,"(41.894672901184975, -87.77036130980994)"
1384368-20151116,2425760,267065,1,LYSTRA C. BEECHAM,CHARDAY'S BARBER CUTS & BEAUTY SALON,5661 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1384368,RENEW,,09/15/2015,11/15/2015,N,11/16/2015,11/15/2017,11/15/2015,11/16/2015,AAI,,,41.894710512,-87.767764563,"(41.894710512241254, -87.76776456348807)"
2104222-20110712,2104222,89091,4,CAROL D JACKSON,BY FAITH HARI SALON,5700 W CHICAGO AVE 1 1,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,2104222,ISSUE,07/12/2011,07/12/2011,07/12/2011,N,07/12/2011,11/15/2011,07/12/2011,07/12/2011,AAI,,,41.89492663,-87.768008331,"(41.89492662954099, -87.76800833135303)"
13367-20031116,1433056,51393,1,CHU-IN-YUN,IDEZEL CLEANERS,5605 W CHICAGO AVE  1,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,13367,RENEW,,09/26/2003,11/13/2003,N,11/16/2003,11/15/2004,11/13/2003,11/14/2003,AAC,11/12/2004,,41.894739816,-87.765626737,"(41.894739815720484, -87.76562673682143)"
1737462-20080216,1881003,31813,6,PLANNED PARENTHOOD OF ILLINOIS,PLANNED PARENTHOOD/CHICAGO AREA,5937 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1004,Laboratories,,,1737462,RENEW,,12/18/2007,02/14/2008,N,02/16/2008,02/15/2010,04/16/2008,04/17/2008,AAI,,,41.89462306,-87.773782711,"(41.894623059786724, -87.77378271058993)"
72133-20001116,1083875,45698,1,DOROTHY SUTTON,D/C VARIATY STORE,5812 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,72133,RENEW,10/06/2000,11/08/2000,11/14/2000,N,11/16/2000,11/15/2001,11/14/2000,02/05/2009,AAI,,,41.894886814,-87.77084293,"(41.89488681369428, -87.77084292979197)"
67937-20091116,1993266,20882,1,FTEX FOODS & LIQUOR INC,FTEX FOODS & LIQUOR INC,5756 W CHICAGO AVE # 1ST,CHICAGO,IL,60651,29,45,29-45,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,67937,RENEW,,09/15/2009,10/26/2009,N,11/16/2009,11/15/2011,10/26/2009,10/27/2009,AAI,,,41.894895591,-87.770006368,"(41.89489559114541, -87.77000636793314)"
2027814-20140616,2324908,352332,1,Chicago Ave. Soul Food Inc.,Alice's Restaurant,5638 W CHICAGO AVE 1,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2027814,RENEW,,04/15/2014,06/10/2014,N,06/16/2014,06/15/2016,06/10/2014,06/11/2014,AAC,09/14/2015,,41.894941993,-87.766879338,"(41.89494199271389, -87.76687933825816)"
1937840-20150516,2387850,243648,2,DONYELL L  WYNN,FASHIONABLY UNPREDICTABLE,5814 W CHICAGO AVE 1 1,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,1937840,RENEW,,03/15/2015,04/29/2015,N,05/16/2015,05/15/2017,04/29/2015,04/30/2015,AAC,02/26/2016,,41.894885568,-87.770922722,"(41.89488556835818, -87.7709227216329)"
2240742-20130617,2240742,379382,1,"AVENUE WAREHOUSE MARKET, INC.","AVENUE WAREHOUSE MARKET, INC.",5604-5606 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775 | 767,Retail Sales of Perishable Foods | Retail Sales of General Merchandise and Non-Perishable Food,2240742,ISSUE,03/11/2013,04/11/2013,04/12/2013,N,06/17/2013,07/15/2015,06/17/2013,06/17/2013,AAI,,,41.894959317,-87.765631839,"(41.89495931732741, -87.76563183906008)"
67937-20021116,1283080,20882,1,FTEX FOODS & LIQUOR INC,FTEX FOODS & LIQUOR INC,5756 W CHICAGO AVE # 1ST,CHICAGO,IL,60651,29,45,29-45,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,67937,RENEW,,09/24/2002,11/12/2002,N,11/16/2002,11/15/2003,12/04/2002,12/30/2002,AAI,,,41.894895591,-87.770006368,"(41.89489559114541, -87.77000636793314)"
1356877-20051116,1639488,263672,1,"THE AVE FOOD MART, INC.",THE AVE FOOD MART,5851 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1356877,RENEW,,09/22/2005,11/08/2005,N,11/16/2005,11/15/2006,11/08/2005,11/09/2005,AAI,,,41.894646738,-87.772186926,"(41.894646738205715, -87.77218692559813)"
1543636-20061116,1760931,283207,1,CATHY'S ULTIMATE SOULFOOD DINNING INC.,CATHY'S ULTIMATE SOULFOOD DINNING INC.,5638 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1543636,RENEW,,09/20/2006,10/26/2006,N,11/16/2006,11/15/2007,10/26/2006,11/01/2006,AAI,,,41.894941993,-87.766879338,"(41.89494199271389, -87.76687933825816)"
1543636-20071116,1863614,283207,1,CATHY'S ULTIMATE SOULFOOD DINNING INC.,CATHY'S ULTIMATE SOULFOOD DINNING INC.,5638 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1543636,RENEW,,09/21/2007,11/15/2007,N,11/16/2007,11/15/2009,11/15/2007,11/15/2007,AAI,,,41.894941993,-87.766879338,"(41.89494199271389, -87.76687933825816)"
1742764-20071116,1856698,59800,4,"MC D'S PIZZA, INC.",BARNEY'S PIZZA,5648 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1742764,RENEW,,09/21/2007,11/16/2007,N,11/16/2007,11/15/2009,11/16/2007,11/16/2007,AAI,,,41.894936006,-87.767324235,"(41.89493600584935, -87.767324234848)"
1682377-20061116,1764437,302399,1,"BARKAWE, INC.",BABA'S STEAK & LEMONADE,5613 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1682377,RENEW,,09/20/2006,11/14/2006,N,11/16/2006,11/15/2007,11/14/2006,11/14/2006,AAI,,,41.894735094,-87.765970904,"(41.89473509361997, -87.7659709043546)"
2277846-20130719,2277846,383520,1,WAYNE B GRAHAM,WAYNE'S WEAR,5947 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,911 | 767,Retail Sales of Clothing / Accessories / Shoes | Retail Sales of General Merchandise and Non-Perishable Food,2277846,ISSUE,07/19/2013,07/19/2013,07/19/2013,N,07/19/2013,08/15/2015,07/19/2013,07/19/2013,AAI,,,41.894617303,-87.77415827,"(41.894617303259025, -87.77415827000547)"
1471-20041116,1529776,50270,1,JOE BOLLS,J & B TAVERN,5959 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1471,RENEW,,09/27/2004,11/12/2004,N,11/16/2004,11/15/2005,11/12/2004,11/17/2004,AAI,,,41.894610331,-87.774608855,"(41.89461033137298, -87.77460885490936)"
1697314-20061116,1764730,303895,1,AMARA SUDHAUNG,CA BEEF,5965 W CHICAGO AVE 1,CHICAGO,IL,60651,29,29,29-29,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1697314,RENEW,,09/20/2006,11/15/2006,N,11/16/2006,11/15/2007,11/15/2006,11/15/2006,AAI,,,41.894606779,-87.774834188,"(41.89460677907168, -87.77483418779396)"
1742858-20071116,1863089,277758,1,"ONLY BY FAITH, INC.",ONLY BY FAITH,5700 W CHICAGO AVE 2,CHICAGO,IL,60651,29,45,29-45,15,1524,Massage Establishment,704,Massage Establishment,1742858,RENEW,,09/21/2007,10/08/2007,N,11/16/2007,11/15/2009,10/08/2007,10/09/2007,AAI,,,41.89492663,-87.768008331,"(41.89492662954099, -87.76800833135303)"
1819281-20070530,1819281,316836,1,HAPPY DOG AVE. INC.,HAPPY DOG AVENUE,5614 W CHICAGO AVE 1,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1819281,ISSUE,04/27/2007,04/27/2007,04/27/2007,N,05/30/2007,11/15/2007,05/29/2007,05/30/2007,AAI,,,41.894953358,-87.766062626,"(41.89495335826808, -87.76606262592395)"
36328-20061116,1746388,15218,2,DARUN MAKTAVEESUB,J M INC,5614 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,36328,RENEW,,09/20/2006,12/07/2006,N,11/16/2006,11/15/2007,12/07/2006,12/08/2006,AAI,,,41.894953358,-87.766062626,"(41.89495335826808, -87.76606262592395)"
1471-20031116,1415671,50270,1,JOE BOLLS,J & B TAVERN,5959 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1471,RENEW,,09/26/2003,11/07/2003,N,11/16/2003,11/15/2004,11/07/2003,11/10/2003,AAI,,,41.894610331,-87.774608855,"(41.89461033137298, -87.77460885490936)"
2263195-20130604,2263195,381705,1,"SUPER FURNITURE ZONE, INC.",SUPER FURNITURE ZONE,5635 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,904,Retail Sales of General Merchandise,2263195,ISSUE,06/04/2013,06/04/2013,06/04/2013,N,06/04/2013,06/15/2015,06/04/2013,06/04/2013,AAI,,,41.894724114,-87.766698108,"(41.89472411353808, -87.76669810797826)"
2207815-20151116,2426402,328919,1,KWAN H. KIM,MOM'S WASHLAND,5637 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,4404,Regulated Business License,693,Laundry Service,2207815,RENEW,,09/15/2015,10/24/2015,N,11/16/2015,11/15/2017,10/24/2015,10/26/2015,AAI,,,41.89472402,-87.766777177,"(41.89472402028131, -87.76677717696077)"
1998571-20091216,1998571,347786,1,"CHICAGO AVE DISCOUNT STORE, INC.",CHICAGO AVE DISCOUNT STORE,5605 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1998571,ISSUE,10/01/2009,10/14/2009,10/14/2009,N,12/16/2009,11/15/2011,12/16/2009,12/16/2009,AAI,,,41.894739816,-87.765626737,"(41.894739815720484, -87.76562673682143)"
2293521-20131114,2293521,385957,1,Lesley Luka,West Side Animal Hospital,5837 W CHICAGO AVE 1,CHICAGO,IL,60651,29,,29-,,1032,Animal Care License,609 | 857,Animal Care Facility | Operate a Veterinary Hospital,2293521,ISSUE,,10/23/2013,10/23/2013,N,11/14/2013,11/15/2015,11/14/2013,11/14/2013,AAI,,,41.8946548,-87.771654816,"(41.894654799658774, -87.77165481600393)"
1356877-20041116,1538606,263672,1,"THE AVE FOOD MART, INC.",THE AVE FOOD MART,5851 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1356877,RENEW,,09/27/2004,11/09/2004,N,11/16/2004,11/15/2005,11/09/2004,11/10/2004,AAI,,,41.894646738,-87.772186926,"(41.894646738205715, -87.77218692559813)"
